Country/Region,Date,gr_infected_7,gr_infected_smoothed
China,2021-06-09,-0.022662708603475,
China,2021-06-10,0.0397517938526819,
China,2021-06-11,0.0578599214482451,
China,2021-06-12,0.0672108061659788,
China,2021-06-13,-0.034913565051782,
China,2021-06-14,-0.0046912109031886,
China,2021-06-15,0.0124858611234326,
China,2021-06-16,0.033421067946465,
China,2021-06-17,-0.007027043457696,
China,2021-06-18,0.0289273282159829,
China,2021-06-19,0.0519235872838987,
China,2021-06-20,-0.0576218918359043,
China,2021-06-21,-0.0087461080787529,
China,2021-06-22,0.0113154698986892,
China,2021-06-23,-0.0588554059739663,
China,2021-06-24,-0.0040162364604295,
China,2021-06-25,0.0131389601089297,
China,2021-06-26,-0.0216443106635003,
China,2021-06-27,0.0145222834487077,
China,2021-06-28,-0.0075339094956005,
China,2021-06-29,-0.0231347652750725,
China,2021-06-30,-0.0679607573699011,
China,2021-07-01,-0.0077103624389094,
China,2021-07-02,0.0522357252753062,
China,2021-07-03,-0.0484040365475394,
China,2021-07-04,0.0078673206455823,
China,2021-07-05,-0.01154677227833,
China,2021-07-06,0.1634227557758427,
China,2021-07-07,0.0347624520578153,
China,2021-07-08,-0.0417047579281697,
China,2021-07-09,0.0138753117211283,
China,2021-07-10,-0.0986892843538531,
China,2021-07-11,0.0951624376498461,
China,2021-07-12,-0.0214039798601933,
China,2021-07-13,0.000848712585538,
China,2021-07-14,-0.0221160570776174,
China,2021-07-15,0.0006371054398435,
China,2021-07-16,0.0238903984667182,
China,2021-07-17,0.0004568647600187,
China,2021-07-18,0.039459209284594,
China,2021-07-19,0.1014435772404265,
China,2021-07-20,-0.0717672436832215,
China,2021-07-21,0.1634880003847547,
China,2021-07-22,0.0124892246627192,
China,2021-07-23,0.0209750447842715,
China,2021-07-24,-0.0104086875615354,
China,2021-07-25,0.0887917289621578,
China,2021-07-26,0.0509888015753152,
China,2021-07-27,0.0753236484798358,
China,2021-07-28,-0.0215368150796515,
China,2021-07-29,0.0281645018202594,
China,2021-07-30,0.0193212860472402,
China,2021-07-31,0.0468441720824437,
China,2021-08-01,0.1143477845328391,
China,2021-08-02,0.1124350036516781,
China,2021-08-03,0.0787731222547463,
China,2021-08-04,-0.0058927459635932,
China,2021-08-05,0.1253668867373931,
China,2021-08-06,0.0668331551434839,
China,2021-08-07,0.0146302040936943,
China,2021-08-08,0.0171722697144016,
China,2021-08-09,0.0239339179597151,
China,2021-08-10,-0.016933225153912,
China,2021-08-11,-0.0335668325223463,
China,2021-08-12,0.0285962157600321,
China,2021-08-13,-0.0577405053784808,
China,2021-08-14,-0.0587977512266111,
China,2021-08-15,-0.0402165365350318,
China,2021-08-16,-0.0650815647915258,
China,2021-08-17,-0.0730372215329578,
China,2021-08-18,-0.0370869887802034,
China,2021-08-19,-0.0396704161737291,
China,2021-08-20,-0.0562044940524619,
China,2021-08-21,-0.047371675731092,
China,2021-08-22,-0.0561164359743053,
China,2021-08-23,-0.0346221010691275,
China,2021-08-24,-0.0772794155618514,
China,2021-08-25,-0.0534465312917492,
China,2021-08-26,-0.0217557017068243,
China,2021-08-27,-0.0017312061639873,
China,2021-08-28,-0.0312487124757064,
China,2021-08-29,-0.025088403664231,
China,2021-08-30,0.0147072963439383,
China,2021-08-31,-0.0626287914098386,
China,2021-09-01,-0.0296592295384767,
China,2021-09-02,-0.0119726734416129,
China,2021-09-03,-0.013266440837777,
China,2021-09-04,-0.0144426306875755,
China,2021-09-05,-0.0066382482192155,
China,2021-09-06,0.009177396381222,
China,2021-09-07,-0.0483304312595059,
China,2021-09-08,-0.0155941166843497,
China,2021-09-09,-0.0640284731812217,
China,2021-09-10,0.025585309540629,
China,2021-09-11,0.0739400704967119,
China,2021-09-12,0.1354799619209956,
China,2021-09-13,0.1750001980597857,
China,2021-09-14,0.0359590736044284,
China,2021-09-15,0.0430298433589457,
China,2021-09-16,0.0353611386231482,
China,2021-09-17,-0.0076109524112386,
China,2021-09-18,0.0223349022348331,
China,2021-09-19,-0.0156104497964287,
China,2021-09-20,0.0356510744580154,
China,2021-09-21,-0.0418165987375298,
China,2021-09-22,-0.0374070338420154,
China,2021-09-23,0.0075028211512568,
China,2021-09-24,-0.0192009430302995,
China,2021-09-25,-0.0276488524357522,
China,2021-09-26,-0.0199017955237331,
China,2021-09-27,-0.0242479142172085,
China,2021-09-28,-0.0353261932019592,
China,2021-09-29,-0.0313884278392636,
China,2021-09-30,-0.0027586263105398,
China,2021-10-01,0.0176983601166373,
China,2021-10-02,-0.0393249441666904,
China,2021-10-03,-0.0402188018362265,
China,2021-10-04,-0.0252238996356573,
China,2021-10-05,-0.008466632898022,
China,2021-10-06,-0.0266816620299816,
China,2021-10-07,-0.026338843009989,
China,2021-10-08,-0.0465371642332456,
China,2021-10-09,-0.0785709121282027,
China,2021-10-10,0.0797358827112868,
China,2021-10-11,-0.0628566682600577,
China,2021-10-12,-0.0148076675726854,
China,2021-10-13,0.003780290184957,
China,2021-10-14,-0.0565340768441771,
China,2021-10-15,0.0155007828442461,
China,2021-10-16,-0.0042431673669373,
China,2021-10-17,-0.0140928470707953,
China,2021-10-18,-0.0228418380408658,
China,2021-10-19,0.026924491332297,
China,2021-10-20,0.0084024041869024,
China,2021-10-21,0.1327227702222466,
China,2021-10-22,0.0788753466550775,
China,2021-10-23,0.0398289726835965,
China,2021-10-24,-0.0001101404402209,
China,2021-10-25,0.0081418946458342,
China,2021-10-26,0.0804505471886112,
China,2021-10-27,0.0108927309433652,
China,2021-10-28,0.0740626154748536,
China,2021-10-29,0.0846402031285105,
China,2021-10-30,0.0540458821568139,
China,2021-10-31,0.0683158544901698,
China,2021-11-01,0.0110966490751212,
China,2021-11-02,0.0752001868367715,
China,2021-11-03,0.0686907672996837,
China,2021-11-04,0.0420057543567633,
China,2021-11-05,0.0110034034062131,
China,2021-11-06,0.0077759214591115,
China,2021-11-07,0.0405142401412692,
China,2021-11-08,-0.0140156276756251,
China,2021-11-09,0.0328754840772285,
China,2021-11-10,0.0025609920052809,
China,2021-11-11,0.0282979295085252,
China,2021-11-12,-0.0088547939587342,
China,2021-11-13,-0.0119270884268558,
China,2021-11-14,-0.0333919314191155,
China,2021-11-15,-0.0996445714834031,
China,2021-11-16,-0.0766571235818652,
China,2021-11-17,-0.0514447036304429,
China,2021-11-18,-0.0521558023569813,
China,2021-11-19,-0.0491584849336281,
China,2021-11-20,-0.0694741497711173,
China,2021-11-21,-0.0369569398637847,
China,2021-11-22,-0.0352326642898723,
China,2021-11-23,-0.038577606112078,
China,2021-11-24,-0.041960574559322,
China,2021-11-25,-0.0349085764840044,
China,2021-11-26,-0.017363305966851,
China,2021-11-27,-0.0401328140152035,
China,2021-11-28,0.0451497620681788,
China,2021-11-29,0.023190673077164,
China,2021-11-30,0.2276920842089715,
China,2021-12-01,0.0488132978894211,
China,2021-12-02,0.0966081377021701,
China,2021-12-03,0.0812584641852671,
China,2021-12-04,-0.0046751913220662,
China,2021-12-05,0.015552602839755,
China,2021-12-06,0.1007579925485968,
China,2021-12-07,-0.0091123430336723,
China,2021-12-08,0.0194339086633517,
China,2021-12-09,0.0179162944612747,
China,2021-12-10,0.0491528113181198,
China,2021-12-11,-0.027735252372967,
China,2021-12-12,0.0165354259159289,
China,2021-12-13,-0.0398172631043062,
China,2021-12-14,-0.0075497233506778,
China,2021-12-15,0.0138517353677105,
China,2021-12-16,0.0178934162911708,
China,2021-12-17,0.0803634114816551,
China,2021-12-18,0.0145647038087914,
China,2021-12-19,0.062178302561445,
China,2021-12-20,-0.0489492055491215,
China,2021-12-21,0.0491397179343449,
China,2021-12-22,0.0179250231244554,
China,2021-12-23,-0.0054527078488895,
China,2021-12-24,0.0740634663502077,
China,2021-12-25,-0.0394715457416756,
China,2021-12-26,0.1575170357103137,
China,2021-12-27,0.2658533267502712,
China,2021-12-28,0.0484752901239926,
China,2021-12-29,0.0437025672855628,
China,2021-12-30,0.039013057510097,
China,2021-12-31,0.0622341703090973,
China,2022-01-01,0.0240505499669896,
China,2022-01-02,-0.0551476344799949,
China,2022-01-03,0.1034680899679321,
China,2022-01-04,-0.0269374368558555,
China,2022-01-05,0.0565983856086098,
China,2022-01-06,-0.0036946286209564,
